customer_id,scenario,arrival_clock,arrival_hour,items,order_queue_wait_seconds,ordering_time_seconds,kitchen_queue_wait_seconds,food_prep_time_seconds,queue_wait_seconds,total_time_seconds,completion_clock
58,Human Cashier,09:36:56,9.62,4,0.0,41.319650201995834,0.0,120.42283471121381,0.0,161.7424849132094,09:39:37
59,Human Cashier,09:38:32,9.64,4,0.0,47.97309746311824,0.0,58.62095866694082,0.0,106.59405613005947,09:40:18
60,Human Cashier,09:39:37,9.66,1,0.0,25.66229034049674,0.0,68.69275375786019,0.0,94.3550440983563,09:41:11
61,Human Cashier,09:40:02,9.67,3,0.0,58.328452439286075,0.0,124.53146053665131,0.0,182.85991297593682,09:43:05
62,Human Cashier,09:42:17,9.7,1,0.0,27.94483469092686,0.0,65.83385110838077,0.0,93.77868579930691,09:43:51
63,Human Cashier,09:45:55,9.77,1,0.0,40.266975309288775,0.0,53.718501329760535,0.0,93.98547663904901,09:47:29
64,Human Cashier,09:46:10,9.77,4,0.0,53.76081967519414,0.0,52.847486293938154,0.0,106.60830596913183,09:47:56
65,Human Cashier,09:52:04,9.87,3,0.0,69.32109080723649,0.0,79.54377512991056,0.0,148.86486593714653,09:54:33
66,Human Cashier,09:56:52,9.95,4,0.0,41.98343930132045,0.0,122.76713177821992,0.0,164.75057107954126,09:59:37
67,Human Cashier,09:56:53,9.95,2,0.0,52.98627491286227,0.0,117.12709844500803,0.0,170.11337335786993,09:59:43
68,Human Cashier,09:57:45,9.96,1,0.0,33.70814495570582,0.0,34.74838447954563,0.0,68.45652943525238,09:58:54
69,Human Cashier,09:58:15,9.97,2,0.0,34.91207540418397,3.8043140583085915,66.94820846725246,3.8043140583085915,105.66459792974456,10:00:01
70,Human Cashier,09:59:29,9.99,4,0.0,51.64412917270947,0.0,109.57128095163102,0.0,161.21541012434136,10:02:10
71,Human Cashier,10:01:08,10.02,4,0.0,110.79639145430754,0.0,124.14106801554159,0.0,234.93745946984927,10:05:03
72,Human Cashier,10:02:00,10.03,3,0.0,46.31884546759759,0.0,76.20959662204767,0.0,122.52844208964598,10:04:02
73,Human Cashier,10:02:08,10.04,4,38.57733435667069,58.475744461959124,0.0,122.97283400714146,38.57733435667069,220.02591282577123,10:05:48
74,Human Cashier,10:06:27,10.11,2,0.0,54.443782105401624,0.0,67.01535907289349,0.0,121.45914117829489,10:08:28
75,Human Cashier,10:06:46,10.11,2,0.0,52.54748917495544,0.0,88.61676651767382,0.0,141.164255692629,10:09:07
76,Human Cashier,10:07:25,10.12,4,0.0,54.20043703334675,0.0,62.790713184504774,0.0,116.9911502178511,10:09:22
77,Human Cashier,10:07:58,10.13,3,0.0,49.70581730499164,0.0,91.07171059522625,0.0,140.77752790021805,10:10:19
78,Human Cashier,10:09:25,10.16,2,0.0,38.87767367717911,0.0,126.75478822477787,0.0,165.63246190195787,10:12:11
79,Human Cashier,10:10:05,10.17,2,0.0,33.791781557444665,0.0,116.47915982164575,0.0,150.2709413790908,10:12:35
80,Human Cashier,10:10:44,10.18,5,0.0,79.90442159523137,0.0,216.85632254564325,0.0,296.7607441408745,10:15:41
81,Human Cashier,10:11:16,10.19,4,0.0,65.658584020947,0.0,103.42033887674624,0.0,169.07892289769188,10:14:05
82,Human Cashier,10:17:01,10.28,5,0.0,88.06054378552159,0.0,126.54279524492766,0.0,214.6033390304492,10:20:35
83,Human Cashier,10:17:19,10.29,2,0.0,42.34824549427133,0.0,93.13409881379079,0.0,135.48234430806224,10:19:34
84,Human Cashier,10:18:53,10.31,1,0.0,66.88510416727901,0.0,67.45309963947916,0.0,134.33820380675752,10:21:07
85,Human Cashier,10:20:21,10.34,5,0.0,83.03466426077492,0.0,211.24941212524968,0.0,294.284076386024,10:25:15
86,Human Cashier,10:23:52,10.4,3,0.0,50.552322672324074,0.0,92.83786879936109,0.0,143.39019147168437,10:26:16
87,Human Cashier,10:27:43,10.46,4,0.0,41.799487127972775,0.0,71.85392338512861,0.0,113.65341051310133,10:29:37
88,Human Cashier,10:29:20,10.49,3,0.0,46.22568148982391,0.0,103.91606851873289,0.0,150.1417500085572,10:31:50
89,Human Cashier,10:34:59,10.58,1,0.0,44.808410357081925,0.0,85.32190749724198,0.0,130.13031785432395,10:37:09
90,Human Cashier,10:37:44,10.63,2,0.0,36.132600735061,0.0,85.56639007244632,0.0,121.69899080750838,10:39:45
91,Human Cashier,10:39:51,10.66,3,0.0,45.73488806644554,0.0,94.89116449831285,0.0,140.62605256475763,10:42:11
92,Human Cashier,10:40:56,10.68,4,0.0,49.030657757225136,0.0,56.798557324495036,0.0,105.82921508171967,10:42:42
93,Human Cashier,10:45:59,10.77,3,0.0,38.28836643001288,0.0,76.09129839736237,0.0,114.37966482737647,10:47:53
94,Human Cashier,10:46:54,10.78,1,0.0,29.258115245097066,0.0,97.7376521457459,0.0,126.99576739084296,10:49:01
95,Human Cashier,10:47:27,10.79,2,0.0,39.943882898805654,0.0,66.89659185391515,0.0,106.84047475272018,10:49:13
96,Human Cashier,10:49:44,10.83,5,0.0,62.21576280311712,0.0,136.74493478958468,0.0,198.96069759270176,10:53:03
97,Human Cashier,10:51:18,10.85,4,0.0,43.721232648353556,0.0,161.04966561394372,0.0,204.77089826229712,10:54:43
98,Human Cashier,10:52:31,10.88,3,0.0,35.321787972850856,0.0,95.35649667692206,0.0,130.67828464977356,10:54:42
99,Human Cashier,10:53:54,10.9,5,0.0,44.08357841134493,0.0,149.18054794591134,0.0,193.264126357255,10:57:07
100,Human Cashier,10:54:48,10.91,2,0.0,48.44462130258359,0.0,65.03646418821772,0.0,113.48108549080098,10:56:42
101,Human Cashier,10:55:10,10.92,3,0.0,74.44345207378637,0.0,131.46093355797234,0.0,205.9043856317585,10:58:36
102,Human Cashier,10:56:55,10.95,2,0.0,33.2196691825241,0.0,93.51661412172923,0.0,126.73628330425345,10:59:02
103,Human Cashier,10:58:17,10.97,2,0.0,67.16867872288366,0.0,109.88899391647244,0.0,177.0576726393556,11:01:14
104,Human Cashier,10:59:20,10.99,4,0.0,40.829944143150776,0.0,92.82590177345354,0.0,133.65584591660263,11:01:34
105,Human Cashier,11:00:04,11.0,1,0.0,40.22904042426342,0.0,60.24214279620698,0.0,100.47118322047027,11:01:45
106,Human Cashier,11:00:21,11.01,2,0.0,42.49718315683208,10.587837402996229,69.62670332898836,10.587837402996229,122.71172388881678,11:02:24
107,Human Cashier,11:09:47,11.16,4,0.0,54.506090882827564,0.0,106.65429736864309,0.0,161.16038825147007,11:12:28
108,Human Cashier,11:09:58,11.17,5,0.0,60.34249567367665,0.0,160.14432594265037,0.0,220.48682161632678,11:13:38
109,Human Cashier,11:13:33,11.23,5,0.0,69.18336809971751,0.0,101.11762535991645,0.0,170.3009934596339,11:16:23
110,Human Cashier,11:14:32,11.24,2,0.0,55.90848219265058,0.0,66.91467551703593,0.0,122.82315770968671,11:16:35
111,Human Cashier,11:15:36,11.26,2,0.0,32.5742829533046,0.0,84.15335267234396,0.0,116.72763562564796,11:17:33
112,Human Cashier,11:15:54,11.26,4,0.0,59.41169263644244,0.0,178.63906047801004,0.0,238.05075311445216,11:19:52
113,Human Cashier,11:16:57,11.28,2,0.0,49.02726832747866,0.0,68.25416905714172,0.0,117.2814373846195,11:18:54
114,Human Cashier,11:17:31,11.29,5,0.0,84.33172240440965,0.0,117.63959041728087,0.0,201.97131282168993,11:20:53
115,Human Cashier,11:18:17,11.3,2,0.0,48.86545047008783,0.0,99.25483888963747,0.0,148.12028935972558,11:20:45
116,Human Cashier,11:18:38,11.31,3,17.96785254549468,35.67387379991975,20.510175070125115,103.62652179595153,38.478027615619794,177.77842321149183,11:21:35
